ListingID,Neighbourhood,Walking time (mins),rank
16244422,Central & Western,21.8,67.0
16244680,Central & Western,21.2,64.0
16246581,Central & Western,10.8,12.0
16262969,Central & Western,17.4,45.0
16278451,Central & Western,17.0,43.0
16280815,Central & Western,17.2,44.0
16282633,Central & Western,36.4,138.0
16296533,Central & Western,36.8,140.0
16301870,Central & Western,29.8,107.0
16302180,Central & Western,17.8,47.0
16302522,Central & Western,27.4,95.0
16303941,Central & Western,21.4,65.0
16304045,Central & Western,32.2,119.0
16304622,Central & Western,13.6,26.0
16304764,Central & Western,38.0,146.0
16310657,Central & Western,30.8,112.0
16314611,Central & Western,46.8,181.0
16330896,Central & Western,16.4,40.0
16352974,Central & Western,25.2,84.0
16353384,Central & Western,21.6,66.0
16354436,Central & Western,21.6,66.0
16354603,Central & Western,21.6,66.0
16360898,Central & Western,14.4,30.0
16361082,Central & Western,20.0,58.0
16381651,Central & Western,45.0,173.0
16382287,Central & Western,21.0,63.0
16383139,Central & Western,19.2,54.0
16384510,Central & Western,24.2,79.0
16384792,Central & Western,13.8,27.0
16385138,Central & Western,16.8,42.0
16397081,Central & Western,18.4,50.0
16397630,Central & Western,29.8,107.0
16398551,Central & Western,32.2,119.0
16398777,Central & Western,17.6,46.0
16400283,Central & Western,16.0,38.0
16417617,Central & Western,47.0,182.0
16420192,Central & Western,14.2,29.0
16422515,Central & Western,13.4,25.0
16428443,Central & Western,15.2,34.0
16429908,Central & Western,14.6,31.0
16431020,Central & Western,20.2,59.0
16434782,Central & Western,22.8,72.0
16444556,Central & Western,49.8,196.0
16448460,Central & Western,23.2,74.0
16459556,Central & Western,11.2,14.0
16471084,Central & Western,45.2,174.0
16480751,Central & Western,25.8,87.0
16495969,Central & Western,21.0,63.0
16503633,Central & Western,23.8,77.0
16533322,Central & Western,33.8,127.0
16547127,Central & Western,16.8,42.0
16548315,Central & Western,29.4,105.0
16551292,Central & Western,18.8,52.0
16563173,Central & Western,35.4,133.0
16567185,Central & Western,18.6,51.0
16603362,Central & Western,11.8,17.0
16614844,Central & Western,19.2,54.0
16620020,Central & Western,21.6,66.0
16637906,Central & Western,21.2,64.0
16640298,Central & Western,27.2,94.0
16653352,Central & Western,27.0,93.0
16685670,Central & Western,22.2,69.0
16697015,Central & Western,23.4,75.0
16711373,Central & Western,30.2,109.0
16740507,Central & Western,15.6,36.0
16743777,Central & Western,21.6,66.0
16744615,Central & Western,19.6,56.0
16770729,Central & Western,30.4,110.0
16770953,Central & Western,17.2,44.0
16771322,Central & Western,31.8,117.0
16785208,Central & Western,25.4,85.0
16787374,Central & Western,23.4,75.0
16789363,Central & Western,26.0,88.0
16802470,Central & Western,12.4,20.0
16802882,Central & Western,20.8,62.0
16814619,Central & Western,22.0,68.0
16831639,Central & Western,16.2,39.0
16837578,Central & Western,48.4,189.0
16849271,Central & Western,13.2,24.0
16877138,Central & Western,15.4,35.0
16890105,Central & Western,11.8,17.0
16900144,Central & Western,18.4,50.0
16902168,Central & Western,16.0,38.0
16920079,Central & Western,14.2,29.0
16932496,Central & Western,14.8,32.0
16937684,Central & Western,13.4,25.0
16947517,Central & Western,27.8,97.0
16965215,Central & Western,21.0,63.0
16969948,Central & Western,29.2,104.0
17081810,Central & Western,7.4,2.0
17084639,Central & Western,16.6,41.0
17085295,Central & Western,17.0,43.0
17111813,Central & Western,16.6,41.0
17119460,Central & Western,32.0,118.0
17130530,Central & Western,27.2,94.0
17131019,Central & Western,30.6,111.0
17142931,Central & Western,20.8,62.0
17161494,Central & Western,30.8,112.0
17168010,Central & Western,14.8,32.0
17182891,Central & Western,12.6,21.0
17234320,Central & Western,14.6,31.0
17272989,Central & Western,27.4,95.0
17320477,Central & Western,22.8,72.0
17335287,Central & Western,45.8,176.0
17337969,Central & Western,28.0,98.0
17338413,Central & Western,15.2,34.0
17400000,Central & Western,17.2,44.0
17408368,Central & Western,15.4,35.0
17413658,Central & Western,19.4,55.0
17416779,Central & Western,31.0,113.0
17428961,Central & Western,49.4,194.0
17440365,Central & Western,28.4,100.0
17450894,Central & Western,22.6,71.0
17452567,Central & Western,29.0,103.0
17481655,Central & Western,22.6,71.0
17507902,Central & Western,26.2,89.0
17519134,Central & Western,20.4,60.0
17532827,Central & Western,25.8,87.0
17538829,Central & Western,18.4,50.0
17546517,Central & Western,25.0,83.0
17546959,Central & Western,21.6,66.0
17548988,Central & Western,32.0,118.0
17551833,Central & Western,19.8,57.0
17560147,Central & Western,17.0,43.0
17562730,Central & Western,18.0,48.0
17584812,Central & Western,39.0,151.0
17593806,Central & Western,25.8,87.0
17595955,Central & Western,16.6,41.0
17600048,Central & Western,46.6,180.0
17613541,Central & Western,26.8,92.0
17644060,Central & Western,16.4,40.0
17648524,Central & Western,19.0,53.0
17656965,Central & Western,16.4,40.0
17657906,Central & Western,16.6,41.0
17658909,Central & Western,15.4,35.0
17659892,Central & Western,17.8,47.0
17671767,Central & Western,30.6,111.0
17672629,Central & Western,12.4,20.0
17674919,Central & Western,14.0,28.0
17692429,Central & Western,30.6,111.0
17703658,Central & Western,15.8,37.0
17709420,Central & Western,19.8,57.0
17735927,Central & Western,18.4,50.0
17782758,Central & Western,22.4,70.0
17783604,Central & Western,16.0,38.0
17799149,Central & Western,17.4,45.0
17814138,Central & Western,12.6,21.0
17814495,Central & Western,12.4,20.0
17815211,Central & Western,19.2,54.0
17830277,Central & Western,15.6,36.0
17833498,Central & Western,16.0,38.0
17836116,Central & Western,24.2,79.0
17847400,Central & Western,15.2,34.0
17849148,Central & Western,20.6,61.0
17850392,Central & Western,46.8,181.0
17856515,Central & Western,22.0,68.0
17861478,Central & Western,18.4,50.0
17896599,Central & Western,28.8,102.0
17908461,Central & Western,19.2,54.0
17921131,Central & Western,12.4,20.0
17921484,Central & Western,44.0,170.0
17930066,Central & Western,18.0,48.0
17930721,Central & Western,47.6,185.0
17952349,Central & Western,19.2,54.0
17980649,Central & Western,15.8,37.0
18011573,Central & Western,45.2,174.0
18047915,Central & Western,23.6,76.0
18078430,Central & Western,29.0,103.0
18096846,Central & Western,48.4,189.0
18107774,Central & Western,14.8,32.0
18121594,Central & Western,30.8,112.0
18128239,Central & Western,38.4,148.0
18140976,Central & Western,21.6,66.0
18142510,Central & Western,22.8,72.0
18143560,Central & Western,13.8,27.0
18145177,Central & Western,13.4,25.0
18150059,Central & Western,16.0,38.0
18152657,Central & Western,46.8,181.0
18171926,Central & Western,25.0,83.0
18185056,Central & Western,24.6,81.0
18190735,Central & Western,26.8,92.0
18198157,Central & Western,12.0,18.0
18198567,Central & Western,15.4,35.0
18203588,Central & Western,12.2,19.0
18208278,Central & Western,23.4,75.0
18215925,Central & Western,18.2,49.0
18238080,Central & Western,30.8,112.0
18243695,Central & Western,14.0,28.0
18243733,Central & Western,24.2,79.0
18254851,Central & Western,33.6,126.0
18262810,Central & Western,31.4,115.0
18263321,Central & Western,11.0,13.0
18266082,Central & Western,15.6,36.0
18285070,Central & Western,43.4,167.0
18294732,Central & Western,49.2,193.0
18294750,Central & Western,16.2,39.0
18298837,Central & Western,27.0,93.0
18322127,Central & Western,46.0,177.0
18349438,Central & Western,15.2,34.0
18350774,Central & Western,16.0,38.0
18354592,Central & Western,37.0,141.0
18366074,Central & Western,27.6,96.0
18384188,Central & Western,38.4,148.0
18415694,Central & Western,15.8,37.0
18436802,Central & Western,36.2,137.0
18454226,Central & Western,34.8,130.0
18459127,Central & Western,18.0,48.0
18460623,Central & Western,47.0,182.0
18475221,Central & Western,30.8,112.0
18481292,Central & Western,33.0,123.0
18481657,Central & Western,17.6,46.0
18492360,Central & Western,31.0,113.0
18497090,Central & Western,26.0,88.0
18497834,Central & Western,25.8,87.0
18511896,Central & Western,19.2,54.0
18513681,Central & Western,26.6,91.0
18570156,Central & Western,38.8,150.0
18580136,Central & Western,16.6,41.0
18586904,Central & Western,18.4,50.0
18587256,Central & Western,14.8,32.0
18591100,Central & Western,21.2,64.0
18601280,Central & Western,28.6,101.0
18601372,Central & Western,28.6,101.0
18603682,Central & Western,13.2,24.0
18604731,Central & Western,17.6,46.0
18608858,Central & Western,16.8,42.0
18629469,Central & Western,20.0,58.0
18639427,Central & Western,19.4,55.0
18642849,Central & Western,31.8,117.0
18645553,Central & Western,37.0,141.0
18656472,Central & Western,28.4,100.0
18700145,Central & Western,27.6,96.0
18728016,Central & Western,26.6,91.0
18736949,Central & Western,16.8,42.0
18739969,Central & Western,16.0,38.0
18740346,Central & Western,13.8,27.0
18752916,Central & Western,14.6,31.0
18778412,Central & Western,13.4,25.0
18785810,Central & Western,23.8,77.0
18811867,Central & Western,22.8,72.0
18824447,Central & Western,32.0,118.0
18883096,Central & Western,43.6,168.0
18884630,Central & Western,32.8,122.0
18886463,Central & Western,22.0,68.0
18901729,Central & Western,11.2,14.0
18908225,Central & Western,37.2,142.0
18916525,Central & Western,42.8,164.0
18920756,Central & Western,17.6,46.0
18920785,Central & Western,23.2,74.0
18934017,Central & Western,21.4,65.0
18935915,Central & Western,26.6,91.0
18955493,Central & Western,23.6,76.0
18963538,Central & Western,22.0,68.0
18964298,Central & Western,14.0,28.0
18982202,Central & Western,13.8,27.0
19000814,Central & Western,20.4,60.0
19001917,Central & Western,17.2,44.0
19040663,Central & Western,21.8,67.0
19040889,Central & Western,20.6,61.0
19041119,Central & Western,20.6,61.0
19057068,Central & Western,25.0,83.0
19076775,Central & Western,13.8,27.0
19083972,Central & Western,47.0,182.0
19105506,Central & Western,14.2,29.0
19112092,Central & Western,15.4,35.0
19126630,Central & Western,21.4,65.0
19149459,Central & Western,25.2,84.0
19164124,Central & Western,20.2,59.0
19184804,Central & Western,15.0,33.0
19186669,Central & Western,11.0,13.0
19210650,Central & Western,14.8,32.0
19210850,Central & Western,14.8,32.0
19231046,Central & Western,14.6,31.0
19239471,Central & Western,15.4,35.0
19249367,Central & Western,21.8,67.0
19277006,Central & Western,20.2,59.0
19296595,Central & Western,16.2,39.0
19298018,Central & Western,31.2,114.0
19298937,Central & Western,33.8,127.0
19323111,Central & Western,20.0,58.0
19352132,Central & Western,13.8,27.0
19367891,Central & Western,19.2,54.0
19376624,Central & Western,31.8,117.0
19391146,Central & Western,27.4,95.0
19397566,Central & Western,15.8,37.0
19412927,Central & Western,13.4,25.0
19416704,Central & Western,14.4,30.0
19440883,Central & Western,19.6,56.0
19445231,Central & Western,13.4,25.0
19462720,Central & Western,14.8,32.0
19477872,Central & Western,15.2,34.0
19477998,Central & Western,20.2,59.0
19490218,Central & Western,11.2,14.0
19495904,Central & Western,15.0,33.0
19497327,Central & Western,23.0,73.0
19499185,Central & Western,19.0,53.0
19507833,Central & Western,23.4,75.0
19507952,Central & Western,14.2,29.0
19532595,Central & Western,32.8,122.0
19534110,Central & Western,31.6,116.0
19534886,Central & Western,18.2,49.0
19543671,Central & Western,17.0,43.0
19586991,Central & Western,17.6,46.0
19602995,Central & Western,19.2,54.0
19613074,Central & Western,33.0,123.0
19645700,Central & Western,24.2,79.0
19684176,Central & Western,19.2,54.0
19693708,Central & Western,30.8,112.0
19726215,Central & Western,33.6,126.0
19728224,Central & Western,16.6,41.0
19738787,Central & Western,14.2,29.0
19738975,Central & Western,14.4,30.0
19742088,Central & Western,16.4,40.0
19758222,Central & Western,31.4,115.0
19769025,Central & Western,13.4,25.0
19777483,Central & Western,19.4,55.0
19793410,Central & Western,16.2,39.0
19796394,Central & Western,23.0,73.0
19815850,Central & Western,15.2,34.0
19823609,Central & Western,18.2,49.0
19830303,Central & Western,16.8,42.0
19830476,Central & Western,13.4,25.0
19838522,Central & Western,13.2,24.0
19863483,Central & Western,23.2,74.0
19870434,Central & Western,38.2,147.0
19878951,Central & Western,17.0,43.0
19880922,Central & Western,22.4,70.0
19887945,Central & Western,19.2,54.0
19897693,Central & Western,17.8,47.0
19898801,Central & Western,35.6,134.0
19917770,Central & Western,18.0,48.0
19933161,Central & Western,19.6,56.0
19957165,Central & Western,19.4,55.0
19961034,Central & Western,21.2,64.0
19986808,Central & Western,17.2,44.0
19988805,Central & Western,16.6,41.0
19992978,Central & Western,19.6,56.0
20002363,Central & Western,32.2,119.0
20002588,Central & Western,23.6,76.0
20003312,Central & Western,21.4,65.0
20005843,Central & Western,14.6,31.0
20016518,Central & Western,14.0,28.0
20019449,Central & Western,15.4,35.0
20020254,Central & Western,17.4,45.0
20021754,Central & Western,27.0,93.0
20026612,Central & Western,20.0,58.0
20039472,Central & Western,43.6,168.0
20048905,Central & Western,49.0,192.0
20055362,Central & Western,15.6,36.0
20060619,Central & Western,17.0,43.0
20064375,Central & Western,22.8,72.0
20069095,Central & Western,57.2,219.0
20076519,Central & Western,15.6,36.0
20093866,Central & Western,20.8,62.0
20140370,Central & Western,22.0,68.0
20156280,Central & Western,25.6,86.0
20157464,Central & Western,32.8,122.0
20165263,Central & Western,55.6,213.0
20176482,Central & Western,13.2,24.0
20182708,Central & Western,12.8,22.0
20184116,Central & Western,14.8,32.0
20186583,Central & Western,30.8,112.0
20219283,Central & Western,16.8,42.0
20278674,Central & Western,19.0,53.0
20287314,Central & Western,15.0,33.0
20288069,Central & Western,19.6,56.0
20288091,Central & Western,16.0,38.0
20317765,Central & Western,19.6,56.0
20378923,Central & Western,14.0,28.0
20397517,Central & Western,18.0,48.0
20417286,Central & Western,21.6,66.0
20417950,Central & Western,51.4,202.0
20432140,Central & Western,26.0,88.0
20442716,Central & Western,29.8,107.0
20443468,Central & Western,17.6,46.0
20449338,Central & Western,28.8,102.0
20461190,Central & Western,15.2,34.0
20461709,Central & Western,14.8,32.0
20482959,Central & Western,32.8,122.0
20491234,Central & Western,31.4,115.0
20512782,Central & Western,30.2,109.0
20525799,Central & Western,28.8,102.0
20528017,Central & Western,17.4,45.0
20609607,Central & Western,16.6,41.0
20613294,Central & Western,38.2,147.0
20641346,Central & Western,30.8,112.0
20649083,Central & Western,17.0,43.0
20669821,Central & Western,18.6,51.0
20704415,Central & Western,17.6,46.0
20711973,Central & Western,17.8,47.0
20716271,Central & Western,27.2,94.0
20720870,Central & Western,17.2,44.0
20755453,Central & Western,17.2,44.0
20769752,Central & Western,31.0,113.0
20774592,Central & Western,14.4,30.0
20775284,Central & Western,18.4,50.0
20775731,Central & Western,20.0,58.0
20806447,Central & Western,16.6,41.0
20819819,Central & Western,31.0,113.0
20855811,Central & Western,32.2,119.0
20881021,Central & Western,54.8,211.0
20887630,Central & Western,26.8,92.0
20889559,Central & Western,49.0,192.0
20894304,Central & Western,19.2,54.0
20895776,Central & Western,20.4,60.0
20900099,Central & Western,31.8,117.0
20905908,Central & Western,15.0,33.0
20906568,Central & Western,15.6,36.0
20937486,Central & Western,30.6,111.0
20943316,Central & Western,21.8,67.0
